AppID,Name,Release date,Estimated owners,Price,Metacritic score,User score,Positive,Negative,Score rank,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags
Sujimon Quest,"Nov 10, 2023",0 - 20000,106,0,0,0,35,11,,0,0,0,Black Train,Kagura Games,"Single-player,Steam Cloud","Indie,RPG","RPG,JRPG,2D,Anime,Singleplayer,Indie,Sexual Content,Hentai,RPGMaker,Nudity"
Super Lesbian Animal RPG,"Dec 20, 2022",0 - 20000,101,0,0,0,97,0,,0,0,0,ponett,ponett,"Single-player,Partial Controller Support,Steam Cloud","Indie,RPG","RPGMaker,LGBTQ+,Party-Based RPG,Fantasy,Pixel Graphics,Story Rich,Funny,Indie,Cute,RPG,Female Protagonist,Drama,Colorful,2D,Top-Down,Romance,Surreal,Singleplayer,Turn-Based Combat,Cartoony"
Rust of Steel,"Jan 21, 2025",0 - 20000,100,0,0,0,34,15,,0,0,0,Fortress13 Game Studio,Fortress13 Game Studio,"Single-player,Family Sharing","Indie,RPG","RPG,JRPG,Post-apocalyptic,Exploration,Pixel Graphics,Sci-fi,Multiple Endings,Survival,Retro,Indie,Singleplayer,Violent,Old School,2D,CRPG"
Vampire: The Masquerade - Reckoning of New York,"Sep 10, 2024",0 - 20000,100,15,0,0,35,23,,0,0,0,Draw Distance,Dear Villagers,"Single-player,Steam Achievements,Full controller support,Family Sharing","Indie,RPG","RPG,Visual Novel,2D,Text-Based,Atmospheric,Conspiracy,Singleplayer,Choices Matter,Vampire,Indie"
Special Operations Unit - SIGNAL FORCES,"Mar 21, 2024",0 - 20000,95,0,0,0,0,0,,0,0,0,ankoku marimokan,Mango Party,"Single-player,Family Sharing","Indie,RPG",
Broke Alchemist Emma's Debt Repayment Plan,"Dec 13, 2024",0 - 20000,94,20,0,0,15,2,,0,0,0,MOEKOUBOU,Kagura Games,"Single-player,Steam Cloud,Family Sharing","Indie,RPG","RPG,Adventure,JRPG,2D,Anime,Cute,Singleplayer,Indie,Hentai"
Botworld Odyssey,"Oct 23, 2024",0 - 20000,94,0,0,0,84,16,,0,0,0,Featherweight Games,Featherweight Games,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Indie,RPG","RPG,Creature Collector,Collectathon,Party-Based RPG,Exploration,Open World,Family Friendly,Colorful,Singleplayer,Combat,Multiplayer,Cute,PvP,JRPG,Crafting,Robots,Stylized,3D,Adventure,Cats"
Felvidek,"Mar 29, 2024",0 - 20000,92,0,0,0,89,0,,157,0,0,Jozef Pavelka,Jozef Pavelka,"Single-player,Full controller support,Family Sharing","Indie,RPG","RPG,JRPG,2D,Hand-drawn,Pixel Graphics,Top-Down,Dark Fantasy,Atmospheric,Medieval,Historical,Surreal,Combat,Turn-Based Combat,Linear,Singleplayer,RPGMaker,Indie,Exploration"
Demon Slayer Shion,"Nov 17, 2023",0 - 20000,80,0,0,0,80,37,,107,0,0,7th Door,Kagura Games,"Single-player,Steam Cloud","Indie,RPG","RPG,Sexual Content,2D,JRPG,Anime,Singleplayer,Indie,Hentai,Mature,Nudity,NSFW"
Garry's Mod,"Nov 29, 2006",20000000 - 50000000,37574,0,0,0,822326,29004,,725462,10891,1239,Facepunch Studios,Valve,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Remote Play on Tablet","Indie,Simulation","Sandbox,Multiplayer,Funny,Moddable,Building,Comedy,Co-op,Mod,First-Person,Physics,Simulation,Online Co-Op,FPS,Singleplayer,Action,Animation & Modeling,Shooter,Indie,Massively Multiplayer,Adventure"
Euro Truck Simulator 2,"Oct 12, 2012",10000000 - 20000000,29161,0,79,0,548047,15109,,430887,6446,1748,SCS Software,SCS Software,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","Indie,Simulation","Transportation,Driving,Simulation,Open World,Automobile Sim,Realistic,Moddable,Relaxing,Immersive Sim,Exploration,Economy,Management,Atmospheric,Multiplayer,Controller,Third Person,Family Friendly,Adventure,Casual,Indie"
Oxygen Not Included,"Jul 30, 2019",2000000 - 5000000,7507,0,86,0,82902,3014,,80467,3574,1003,Klei Entertainment,Klei Entertainment,"Single-player,Steam Trading Cards","Indie,Simulation","Colony Sim,Base-Building,Survival,Resource Management,Building,Singleplayer,Management,Simulation,2D,Sandbox,Strategy,Space,Indie,Sci-fi,Exploration,Open World,Difficult,Adventure,Early Access,Multiplayer"
Two Point Campus,"Aug 9, 2022",50000 - 100000,6895,0,84,0,656,108,,629,252,373,Two Point Studios,SEGA,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Simulation","Simulation,Management,Building,City Builder,Sandbox,Strategy,Funny,Isometric,Cartoony,Casual,Family Friendly,Comedy,Singleplayer,Indie,Tactical,Replay Value,Retro"
American Truck Simulator,"Feb 2, 2016",2000000 - 5000000,6087,0,76,0,104521,3859,,87888,3335,858,SCS Software,SCS Software,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play Together","Indie,Simulation","Automobile Sim,Driving,Transportation,Open World,Simulation,America,Realistic,Moddable,Relaxing,Immersive Sim,Exploration,Economy,Atmospheric,Management,Multiplayer,Adventure,Singleplayer,Casual,Family Friendly,Level Editor"
House Flipper,"May 17, 2018",1000000 - 2000000,5948,0,68,0,59039,4160,,56687,1313,1038,Empyrean,"Frozen District,PlayWay S.A.","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet","Indie,Simulation","Simulation,Design & Illustration,Singleplayer,Sandbox,Building,Relaxing,Casual,Immersive Sim,Education,Family Friendly,Replay Value,First-Person,Economy,Management,Base-Building,3D,Realistic,Indie,Moddable,Destruction"
Kerbal Space Program,"Apr 27, 2015",2000000 - 5000000,4116,0,88,0,99479,5321,,84833,3508,458,Squad,Private Division,"Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Indie,Simulation","Space,Simulation,Sandbox,Physics,Science,Space Sim,Building,Moddable,Indie,Education,Open World,Singleplayer,Exploration,Funny,Sci-fi,Difficult,Adventure,Strategy,Replay Value,Comedy"
Five Nights at Freddy's: Help Wanted 2,"Dec 14, 2023",20000 - 50000,1876,0,0,0,862,84,,1067,0,0,Steel Wool Studios,ScottGames,"Single-player,Steam Achievements,VR Only","Indie,Simulation","VR,Horror,Simulation,Singleplayer,Robots,Puzzle,Indie,Jump Scare,First-Person,Family Friendly,Story Rich,Psychological Horror,Survival Horror,Sexual Content"
Lobotomy Corporation | Monster Management Simulation,"Apr 9, 2018",1000000 - 2000000,1388,0,0,0,18694,1179,,18307,1612,436,ProjectMoon,ProjectMoon,Single-player,"Indie,Simulation","Management,Simulation,Difficult,Story Rich,Horror,Indie,Psychological Horror,Great Soundtrack,Gore,Strategy,Singleplayer,2D,Cute,Lovecraftian,Anime,Atmospheric,RTS,Rogue-like,Rogue-lite,Visual Novel"
Autopsy Simulator,"Jun 6, 2024",0 - 20000,1234,0,0,0,100,87,,509,0,0,Woodland Games,Team17 Digital Ltd,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Simulation","Simulation,Indie,Horror,Medical Sim,Gore,First-Person,Nudity,Psychological Horror,Realistic,Mature,Singleplayer,Blood,Story Rich,Dark,Atmospheric,Adventure,Sexual Content"
Two Point Hospital,"Aug 29, 2018",1000000 - 2000000,1233,0,83,0,25802,2407,,21071,1234,340,Two Point Studios,SEGA,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet","Indie,Simulation","Simulation,Medical Sim,Management,Building,Funny,Singleplayer,Strategy,Indie,Sandbox,Comedy,Casual,City Builder,Replay Value,Cartoony,Isometric,Multiplayer,Family Friendly,Retro,Classic,Tactical"
Beer Factory,"Jan 10, 2024",0 - 20000,1178,0,0,0,278,221,,567,0,0,AKEL,"CreativeForge Games,PlayWay S.A.",Single-player,"Indie,Simulation","Simulation,Automation,First-Person,Resource Management,Management,Singleplayer,Artificial Intelligence,Physics,Economy,Sandbox,Crafting,Realistic,3D,Inventory Management,Indie,Idler,Multiplayer"
Anonymous Hacker Simulator,"Apr 3, 2024",0 - 20000,1093,0,0,0,157,21,,171,0,0,Sicarius,"G-DEVS.com,CreativeForge Games","Single-player,Steam Achievements,Family Sharing","Indie,Simulation","Simulation,Hacking,Typing,Immersive Sim,Sandbox,Crime,Detective,Stealth,Life Sim,3D,First-Person,Indie,Cyberpunk,Singleplayer,Realistic,Job Simulator"
PC Building Simulator,"Jan 29, 2019",1000000 - 2000000,947,0,0,0,41563,2558,,35391,939,447,"Claudiu Kiss,The Irregular Corporation",The Irregular Corporation,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation","Simulation,Education,Immersive Sim,Building,Management,First-Person,Sandbox,3D,Life Sim,Casual,Realistic,Relaxing,Singleplayer,Funny,Puzzle,Hardware,Inventory Management,Modern,Atmospheric,Indie"
Kurage Life,"Feb 6, 2025",0 - 20000,858,10,0,0,0,0,,213,0,0,TAIL-AKI,"Mango Party,Mango Party News","Single-player,Steam Cloud,Family Sharing","Indie,Simulation",
My Neighbor's Lonely Wife 2,"Jun 27, 2023",0 - 20000,557,0,0,0,0,0,,131,0,0,やさにき,Mango Party,Single-player,"Indie,Simulation",
Uncle Chop's Rocket Shop,"Dec 5, 2024",20000 - 50000,555,0,0,0,424,60,,454,0,0,Beard Envy,Kasedo Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Indie,Simulation","Adventure,Management,Simulation,Puzzle,Rogue-lite,Story Rich,Funny,2D,Satire,Atmospheric,Crafting,Dark Humor,Dystopian,Multiple Endings,Choices Matter,Spaceships,Rogue-like,Aliens,Lore-Rich,Singleplayer"
Projekt: Passion - Season 1,"May 26, 2023",0 - 20000,544,0,0,0,0,0,,118,0,0,Classy Lemon,Classy Lemon,"Single-player,Steam Achievements","Indie,Simulation",
Gold Rush: The Game,"Oct 13, 2017",500000 - 1000000,538,0,0,0,8654,3415,,11047,1417,1120,Code Horizon,"Code Horizon,PlayWay S.A.","Single-player,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards","Indie,Simulation","Simulation,Mining,Singleplayer,Realistic,Open World,Indie,Driving,Sandbox,Economy,Building,First-Person,Exploration,Strategy,Automobile Sim,Management,Adventure,Funny,Relaxing,Casual,Difficult"
Gas Station Simulator,"Sep 15, 2021",200000 - 500000,469,0,72,0,11964,1829,,12553,645,644,DRAGO entertainment,"Movie Games S.A.,HeartBeat Games","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Indie,Simulation","Simulation,Economy,Building,Indie,Base-Building,Singleplayer,Realistic,Relaxing,Multiplayer,Open World,First-Person,Crafting,Casual,Funny,Design & Illustration,Family Friendly,Destruction,Management,Choices Matter,Memes"
Besiege,"Feb 18, 2020",2000000 - 5000000,424,0,0,0,42123,1936,,39633,556,191,Spiderling Studios,Spiderling Studios,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Includes level editor,Remote Play on Tablet","Indie,Simulation","Building,Sandbox,Physics,Destruction,Puzzle,Medieval,Simulation,Multiplayer,Strategy,Science,Third Person,Vehicular Combat,Relaxing,Dark Humor,Singleplayer,Funny,Open World,LEGO,Co-op,Level Editor"
Hacknet,"Aug 12, 2015",1000000 - 2000000,409,0,82,0,19858,1371,,12691,6782,246,Team Fractal Alligator,Fellow Traveller,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation","Hacking,Simulation,Typing,Programming,Story Rich,Singleplayer,Choices Matter,Crime,Great Soundtrack,Atmospheric,Cyberpunk,Detective,2D,Logic,Adventure,Education,Difficult,Dystopian,Sci-fi,Indie"
Viscera Cleanup Detail,"Oct 23, 2015",1000000 - 2000000,305,0,0,0,15086,1107,,12200,632,223,RuneStorm,RuneStorm,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play Together","Indie,Simulation","Simulation,Gore,Multiplayer,Co-op,First-Person,Indie,Funny,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Parody,Sandbox,Adventure,Relaxing"
S4U: CITYPUNK 2011 AND LOVE PUNCH,"Jan 8, 2025",0 - 20000,276,10,0,0,1050,94,,1100,210,210,U0U Games,GCORES PUBLISHING,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Simulation","Visual Novel,Typing,Immersive Sim,Memes,Story Rich,Retro,Pixel Graphics,Simulation,Drama,Choices Matter,Multiple Endings,Indie,Interactive Fiction,Life Sim,Casual,2D,Adventure,Singleplayer,Word Game,Sci-fi"
Q REMASTERED,"May 1, 2023",0 - 20000,258,0,0,0,59,1,,0,0,0,LIICA INC.,LIICA INC.,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together","Indie,Simulation","Singleplayer,Physics,Puzzle,Casual,Souls-like,Indie,Simulation"
Witchy Life Story,"Sep 30, 2022",0 - 20000,208,0,0,0,37,3,,0,121,121,Sundew Studios,Sundew Studios,Single-player,"Indie,Simulation","Visual Novel,Crafting,Story Rich,Casual,Cozy,Wholesome,Simulation,Dating Sim,Character Customization,LGBTQ+,Comedy,Life Sim,Cute,Magic,Relaxing,Cooking,Farming Sim,Nature,Conversation,Multiple Endings"
Laundry Store Simulator,"Dec 9, 2024",0 - 20000,208,0,0,0,260,77,,315,111,111,Akhir Pekan Studio,PlayWay S.A.,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Simulation","Simulation,Management,Time Management,Realistic,First-Person,Comedy,Economy,3D,Funny,Sandbox,Conversation,Indie,Nonlinear,Singleplayer,Physics,Inventory Management,Resource Management,Early Access,Tutorial,Job Simulator"
SimplePlanes,"Dec 17, 2015",100000 - 200000,208,0,69,0,8083,626,,7748,1129,105,"Jundroo, LLC","Jundroo, LLC","Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud","Indie,Simulation","Automation,Flight,Sandbox,Exploration,Physics,Building,Racing,Automobile Sim,Combat Racing,Controller,Military,3D,Strategy,Open World,Funny,Collectathon,Action,Vehicular Combat,Artificial Intelligence,Moddable"
Demolish & Build 3,"Sep 11, 2024",0 - 20000,183,20,0,0,60,42,,103,0,0,Demolish Games S.A.,Demolish Games S.A.,"Single-player,Partial Controller Support,Family Sharing","Indie,Simulation","Simulation,Indie,First-Person,Realistic,Driving,Family Friendly,Management,Relaxing,Singleplayer,Strategy,Destruction,Life Sim,Economy,Physics,Resource Management,Action,Adventure,Immersive Sim,Funny,Remake"
Monster Prom,"Apr 27, 2018",500000 - 1000000,175,0,73,0,10279,717,,9378,489,252,Beautiful Glitch,Those Awesome Guys,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","Indie,Simulation","Dating Sim,Comedy,LGBTQ+,Multiplayer,Choices Matter,Visual Novel,Indie,Funny,Simulation,Local Multiplayer,Sexual Content,Fantasy,Demons,Online Co-Op,Story Rich,Zombies,Nudity,Vampire,Great Soundtrack,Life Sim"
Lethal Company,"Oct 23, 2023",5000000 - 10000000,169110,0,0,0,110177,1342,,97709,472,328,Zeekerss,Zeekerss,"Single-player,Multi-player,Co-op,Online Co-op,Partial Controller Support","Action,Adventure,Indie,Early Access","Early Access,Online Co-Op,Horror,First-Person,Psychological Horror,Exploration,PvE,Co-op,Procedural Generation,Sci-fi,Atmospheric,Survival Horror,Time Management,Action,Aliens,Dungeon Crawler,Action-Adventure,Adventure,Realistic,Perma Death"
The Outlast Trials,"May 18, 2023",200000 - 500000,32920,0,0,0,6451,378,,7963,276,261,Red Barrels,Red Barrels,"Single-player,Multi-player,Co-op,Online Co-op,Full controller support","Action,Adventure,Indie,Early Access","Early Access,Survival Horror,Horror,Co-op,Multiplayer,Psychological Horror,First-Person,PvE,Character Customization,Action-Adventure,Action,Alternate History,Stealth,Dark Humor,Survival,Realistic,Atmospheric,Dark,Science,Adventure"
Ready or Not,"Dec 17, 2021",1000000 - 2000000,4839,0,0,0,55714,4487,,50623,696,433,VOID Interactive,VOID Interactive,"Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud","Action,Adventure,Indie,Early Access","Tactical,Realistic,FPS,Multiplayer,Shooter,First-Person,Co-op,Singleplayer,Action,Violent,Crime,Gun Customization,Combat,Modern,Gore,Atmospheric,America,Co-op Campaign,Early Access,Horror"
KLETKA,"Dec 13, 2024",0 - 20000,1891,15,0,0,376,13,,422,291,291,"Callback,ln404","Callback,ln404","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Adventure,Indie,Early Access","Early Access,Horror,Co-op,First-Person,Online Co-Op,Action,PvE,Adventure,Action-Adventure,Rogue-like,Action Roguelike,Dungeon Crawler,3D,Rogue-lite,Pixel Graphics,Atmospheric,Alternate History,Dark,Mystery,Old School"
Gatekeeper,"May 13, 2024",0 - 20000,1533,0,0,0,469,57,,485,0,0,Gravity Lagoon,HypeTrain Digital,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access","Early Access,Action Roguelike,Online Co-Op,Top-Down Shooter,Looter Shooter,Rogue-lite,Co-op,Shooter,Rogue-like,Action,3D,Space,Singleplayer,Bullet Hell,Indie,Third Person,Multiplayer,PvE,Top-Down,Multiple Endings"
BlazBlue Entropy Effect,"Aug 15, 2023",50000 - 100000,854,0,0,0,2371,391,,2745,510,693,91Act,91Act,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie,Early Access","Early Access,Action Roguelike,Action-Adventure,Platformer,Metroidvania,Pixel Graphics,Replay Value,Procedural Generation,Action,2D,Indie,Rogue-lite,Beat 'em up,Cyberpunk,Post-apocalyptic,Story Rich,Multiple Endings,Rogue-like,2D Fighter,Roguevania"
Necesse,"Dec 12, 2019",100000 - 200000,520,0,0,0,2776,140,,2653,315,161,Mads Skovgaard,Mads Skovgaard,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Cloud,Stats","Action,Adventure,Indie,Early Access","Open World Survival Craft,Sandbox,Survival,Online Co-Op,Pixel Graphics,Colony Sim,Crafting,Action,Indie,Action-Adventure,Multiplayer,Adventure,Open World,Replay Value,Building,Co-op,Early Access,2D,RPG,Singleplayer"
Zort,"Dec 7, 2024",50000 - 100000,472,0,0,0,1692,135,,1740,150,150,Londer Software,Londer Software,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Family Sharing,Steam Timeline","Action,Adventure,Indie,Early Access","Early Access,Horror,Online Co-Op,Co-op,Psychological Horror,First-Person,Funny,PvE,Atmospheric,Realistic,Action-Adventure,Action,Adventure,Cinematic,FPS,3D,Linear,Artificial Intelligence,Multiplayer,Team-Based"
Labyrinthine,"Oct 28, 2020",500000 - 1000000,417,0,0,0,6256,900,,5795,273,298,Valko Game Studios,Valko Game Studios,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Stats,Remote Play on TV","Action,Adventure,Indie,Early Access","Early Access,Horror,Puzzle,PvE,Action-Adventure,First-Person,Character Customization,Psychological Horror,Multiplayer,Online Co-Op,Team-Based,Controller,Realistic,Procedural Generation,Lovecraftian,Action,Atmospheric,Adventure,Supernatural,Co-op Campaign"
Fraymakers,"Jan 18, 2023",50000 - 100000,369,0,0,0,309,128,,348,0,0,"Team Fray,McLeodGaming","Team Fray,McLeodGaming","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Workshop,Partial Controller Support,Steam Cloud,Remote Play Together","Action,Adventure,Indie,Early Access","Indie,Fighting,2D Fighter,Multiplayer,Games Workshop,Action,Pixel Graphics,Character Customization,Local Multiplayer,PvP,2D,Competitive,4 Player Local,Early Access,Co-op,Beat 'em up,Controller,Moddable,Arcade,Singleplayer"
Salt 2: Shores of Gold,"Sep 20, 2022",50000 - 100000,281,0,0,0,211,27,,219,0,0,Lavaboots Studios,Lavaboots Studios,"Single-player,Full controller support,Steam Cloud","Action,Adventure,Indie,Early Access","Early Access,Open World,Survival,Sailing,Crafting,Sandbox,Exploration,Pirates,Action-Adventure,PvE,Naval,Procedural Generation,Character Customization,3D,First-Person,Action,Nonlinear,Adventure,Loot,Fishing"
FOREWARNED,"Sep 10, 2021",100000 - 200000,277,0,0,0,2758,283,,2427,145,120,Dreambyte Games,Dreambyte Games,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Early Access","Horror,Online Co-Op,Survival Horror,Co-op,Multiplayer,Psychological Horror,VR,PvE,Survival,Asymmetric VR,Action-Adventure,Atmospheric,Dark,PvP,Exploration,First-Person,Adventure,Action,3D,Early Access"
Nuclear Nightmare,"Oct 20, 2024",20000 - 50000,276,15,0,0,297,43,,308,166,166,BG Productions,BG Productions,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Indie,Early Access","Survival Horror,Online Co-Op,Horror,First-Person,Co-op,Exploration,Psychological Horror,Funny,Sci-fi,PvE,Atmospheric,Open World,Aliens,Adventure,Action,Early Access,Action-Adventure,Perma Death,Multiplayer,Procedural Generation"
Psionic Awake,"May 4, 2023",0 - 20000,243,0,0,0,20,2,,0,0,0,Mighty Cat,INDIECN,"Single-player,Steam Achievements,Steam Cloud","Action,Adventure,Indie,Early Access","Shoot 'Em Up,Rogue-like,Tower Defense,Dungeon Crawler,Shooter,Rogue-lite,Zombies,Adventure,Pixel Graphics,RPG,2D,Action Roguelike,Post-apocalyptic,Cyberpunk,Indie,Action,Early Access,Sci-fi,Combat,Singleplayer"
BIGFOOT,"Jan 31, 2017",500000 - 1000000,226,0,0,0,10427,2570,,10267,338,343,CyberLight Game Studio,CyberLight Game Studio,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,Early Access","Early Access,Horror,Multiplayer,Co-op,Survival Horror,Online Co-Op,Survival,Action,Open World,Atmospheric,FPS,Psychological Horror,Hunting,Adventure,Supernatural,First-Person,Shooter,Singleplayer,Funny,Multiple Endings"
BodyRecords,"Apr 17, 2025",0 - 20000,184,40,0,0,30,40,,0,0,0,MIROWIN,MIROWIN,"Single-player,Multi-player,Co-op,Online Co-op,Family Sharing","Action,Adventure,Indie,Early Access","Puzzle,Exploration,Hidden Object,Rogue-like,Co-op,First-Person,Horror,Psychological Horror,Open World,Adventure,Action,Dungeon Crawler,Dark,Online Co-Op,Multiplayer,Singleplayer,Early Access,Indie"
Shadow of the Depth,"Apr 22, 2024",0 - 20000,176,0,0,0,144,45,,203,0,0,ChillyRoom,ChillyRoom,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access","Early Access,Indie,Action,Action Roguelike,Hack and Slash,Rogue-lite,Rogue-like,RPG,Singleplayer,Dungeon Crawler,Replay Value,Difficult,Action RPG,Hand-drawn,Atmospheric,Perma Death,2D,Top-Down,Souls-like,Adventure"
Psycho Patrol R,"Mar 23, 2025",0 - 20000,153,0,0,0,1221,139,,1343,198,377,Consumer Softproducts,Consumer Softproducts,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access","Early Access,FPS,Immersive Sim,Mechs,Capitalism,Stealth,Crime,Souls-like,Tactical,Shooter,Stylized,Nonlinear,First-Person,Character Customization,3D,Noir,RPG,Open World,Action,Simulation"
Vellum,"Mar 28, 2024",0 - 20000,112,0,0,0,33,6,,0,0,0,Alvios Games,"Alvios, Inc.","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access","Action Roguelike,Online Co-Op,Third-Person Shooter,Fantasy,3D,Action,Rogue-like,Multiplayer,PvE,Magic,Rogue-lite,Arena Shooter,Co-op,Shooter,Third Person,Arcade,Combat,Singleplayer,Early Access,Colorful"
Atomic Picnic,"Nov 7, 2024",20000 - 50000,65,0,0,0,236,72,,234,0,0,BitCake Studio,Mad Mushroom,"Single-player,Multi-player,Co-op,Online Co-op,Partial Controller Support,Family Sharing","Action,Adventure,Indie,Early Access","Early Access,Co-op,Action Roguelike,Rogue-lite,Looter Shooter,Action,Online Co-Op,Indie,Singleplayer,Shooter,Rogue-like,Third-Person Shooter,Anime,PvE,Bullet Hell,Third Person,Multiplayer,3D,Female Protagonist,Fast-Paced"
Space Trash Scavenger,"Nov 9, 2023",20000 - 50000,60,0,0,0,208,16,,218,0,0,SquarePlay Games,Paradox Arc,"Single-player,Partial Controller Support,Stats","Action,Adventure,Indie,Early Access","Early Access,Survival,Open World Survival Craft,Space,Open World,Adventure,Sandbox,Automation,Crafting,Building,Exploration,Sci-fi,Base-Building,Singleplayer,Procedural Generation,Action,Atmospheric,Third Person,Space Sim,Shooter"
Voidigo,"Feb 25, 2021",50000 - 100000,57,0,0,0,1305,34,,983,179,214,semiwork,semiwork,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together","Action,Adventure,Indie,Early Access","Early Access,Action Roguelike,Top-Down Shooter,Bullet Hell,Exploration,Procedural Generation,Pixel Graphics,Colorful,Hunting,Shooter,Perma Death,Cartoony,Action-Adventure,Rogue-like,Difficult,Top-Down,2D,Cute,Action,Loot"
Silent Rain,"Oct 20, 2023",0 - 20000,56,0,0,0,56,31,,0,0,0,"Seedlers Interactive,2Brains&Coffee",Seedlers Interactive,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Leaderboards","Action,Adventure,Indie,Early Access","Horror,Multiplayer,Action,Survival Horror,Co-op,First-Person,Atmospheric,Psychological Horror,Survival,Singleplayer,Gore,Dark,Adventure,Indie,Story Rich,Puzzle,Exploration,Mystery,Online Co-Op,Early Access"
Seen,"Jun 20, 2019",200000 - 500000,50,0,0,0,6805,521,,6844,64,55,Seen Games,Seen Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","Action,Adventure,Indie,Early Access","Early Access,Indie,Adventure,Dark,Singleplayer,Puzzle,Action,Great Soundtrack,Atmospheric,Platformer,Puzzle-Platformer,Story Rich,2.5D,Runner,Mystery,Dystopian,Sci-fi,Side Scroller,Psychological Horror"
